"","Address"
"5227","084 Killorglin,Kerry,Ireland"
"5228","111 Killury,Kerry,Ireland"
"5229","038 Cill Maoilch_adair,Kerry,Ireland"
"5230","038 Cill Maoilch_adair,Kerry,Ireland"
"5231","038 Cill Maoilch_adair,Kerry,Ireland"
"5232","112 Kilmeany,Kerry,Ireland"
"5233","112 Kilmeany,Kerry,Ireland"
"5234","112 Kilmeany,Kerry,Ireland"
"5235","154 Kilmurry,Kerry,Ireland"
"5236","085 Kilnanare,Kerry,Ireland"
"5237","085 Kilnanare,Kerry,Ireland"
"5238","085 Kilnanare,Kerry,Ireland"
"5239","085 Kilnanare,Kerry,Ireland"
"5240","085 Kilnanare,Kerry,Ireland"
"5241","039 Cill ChuÃ in,Kerry,Ireland"
"5242","039 Cill ChuÃ in,Kerry,Ireland"
"5243","113 Kilshenane,Kerry,Ireland"
"5244","155 Kiltallagh,Kerry,Ireland"
"5245","114 Kiltomy,Kerry,Ireland"
"5246","114 Kiltomy,Kerry,Ireland"
"5247","040 Cinn Aird,Kerry,Ireland"
"5248","040 Cinn Aird,Kerry,Ireland"
"5249","156 Knockglass,Kerry,Ireland"
"5250","156 Knockglass,Kerry,Ireland"
"5251","157 Knocknagashel,Kerry,Ireland"
"5252","157 Knocknagashel,Kerry,Ireland"
"5253","157 Knocknagashel,Kerry,Ireland"
"5254","086 Knocknahoe,Kerry,Ireland"
"5255","041 Lack,Kerry,Ireland"
"5256","041 Lack,Kerry,Ireland"
"5257","158 Lackabaun,Kerry,Ireland"
"5258","158 Lackabaun,Kerry,Ireland"
"5259","087 Lahard,Kerry,Ireland"
"5260","087 Lahard,Kerry,Ireland"
"5261","087 Lahard,Kerry,Ireland"
"5262","115 Leitrim,Kerry,Ireland"
"5263","115 Leitrim,Kerry,Ireland"
"5264","018 Lickeen,Kerry,Ireland"
"5265","116 Lislaughtin,Kerry,Ireland"
"5266","116 Lislaughtin,Kerry,Ireland"
"5267","116 Lislaughtin,Kerry,Ireland"
"5268","117 Lisselton,Kerry,Ireland"
"5269","117 Lisselton,Kerry,Ireland"
"5270","118 Listowel Rural,Kerry,Ireland"
"5271","118 Listowel Rural,Kerry,Ireland"
"5272","118 Listowel Rural,Kerry,Ireland"
"5273","118 Listowel Rural,Kerry,Ireland"
"5274","118 Listowel Rural,Kerry,Ireland"
"5275","118 Listowel Rural,Kerry,Ireland"
"5276","118 Listowel Rural,Kerry,Ireland"
"5277","002 Listowel Urban,Kerry,Ireland"
"5278","002 Listowel Urban,Kerry,Ireland"
"5279","002 Listowel Urban,Kerry,Ireland"
"5280","002 Listowel Urban,Kerry,Ireland"
"5281","002 Listowel Urban,Kerry,Ireland"
"5282","002 Listowel Urban,Kerry,Ireland"
"5283","002 Listowel Urban,Kerry,Ireland"
"5284","002 Listowel Urban,Kerry,Ireland"
"5285","002 Listowel Urban,Kerry,Ireland"
"5286","002 Listowel Urban,Kerry,Ireland"
"5287","002 Listowel Urban,Kerry,Ireland"
"5288","002 Listowel Urban,Kerry,Ireland"
"5289","002 Listowel Urban,Kerry,Ireland"
"5290","002 Listowel Urban,Kerry,Ireland"
"5291","002 Listowel Urban,Kerry,Ireland"
"5292","002 Listowel Urban,Kerry,Ireland"
"5293","002 Listowel Urban,Kerry,Ireland"
"5294","002 Listowel Urban,Kerry,Ireland"
"5295","002 Listowel Urban,Kerry,Ireland"
"5296","002 Listowel Urban,Kerry,Ireland"
"5297","002 Listowel Urban,Kerry,Ireland"
"5298","002 Listowel Urban,Kerry,Ireland"
"5299","119 Lixnaw,Kerry,Ireland"
"5300","119 Lixnaw,Kerry,Ireland"
"5301","119 Lixnaw,Kerry,Ireland"
"5302","119 Lixnaw,Kerry,Ireland"
"5303","119 Lixnaw,Kerry,Ireland"
"5304","119 Lixnaw,Kerry,Ireland"
"5305","058 Loughbrin,Kerry,Ireland"
"5306","019 Loch LuÃ•och,Kerry,Ireland"
"5307","042 MÃ rthain,Kerry,Ireland"
"5308","042 MÃ rthain,Kerry,Ireland"
"5309","021 Maum,Kerry,Ireland"
"5310","159 Millbrook,Kerry,Ireland"
"5311","159 Millbrook,Kerry,Ireland"
"5312","088 Milltown,Kerry,Ireland"
"5313","088 Milltown,Kerry,Ireland"
"5314","088 Milltown,Kerry,Ireland"
"5315","088 Milltown,Kerry,Ireland"
"5316","088 Milltown,Kerry,Ireland"
"5317","088 Milltown,Kerry,Ireland"
"5318","088 Milltown,Kerry,Ireland"
"5319","088 Milltown,Kerry,Ireland"
"5320","088 Milltown,Kerry,Ireland"
"5321","088 Milltown,Kerry,Ireland"
"5322","043 An Mhin Aird,Kerry,Ireland"
"5323","043 An Mhin Aird,Kerry,Ireland"
"5324","089 Molahiffe,Kerry,Ireland"
"5325","089 Molahiffe,Kerry,Ireland"
"5326","089 Molahiffe,Kerry,Ireland"
"5327","089 Molahiffe,Kerry,Ireland"
"5328","089 Molahiffe,Kerry,Ireland"
"5329","089 Molahiffe,Kerry,Ireland"
"5330","089 Molahiffe,Kerry,Ireland"
"5331","160 Mount Eagle,Kerry,Ireland"
"5332","120 Moynsha,Kerry,Ireland"
"5333","120 Moynsha,Kerry,Ireland"
"5334","090 Muckross,Kerry,Ireland"
"5335","090 Muckross,Kerry,Ireland"
"5336","090 Muckross,Kerry,Ireland"
"5337","121 Newtownsandes,Kerry,Ireland"
"5338","121 Newtownsandes,Kerry,Ireland"
"5339","121 Newtownsandes,Kerry,Ireland"
"5340","121 Newtownsandes,Kerry,Ireland"
"5341","121 Newtownsandes,Kerry,Ireland"
"5342","161 Nohaval,Kerry,Ireland"
"5343","161 Nohaval,Kerry,Ireland"
"5344","162 O'Brennan,Kerry,Ireland"
"5345","162 O'Brennan,Kerry,Ireland"
"5346","022 Portmagee,Kerry,Ireland"
"5347","163 Ratass,Kerry,Ireland"
"5348","163 Ratass,Kerry,Ireland"
"5349","163 Ratass,Kerry,Ireland"
"5350","163 Ratass,Kerry,Ireland"
"5351","122 Rathea,Kerry,Ireland"
"5352","122 Rathea,Kerry,Ireland"
"5353","091 Rathmore,Kerry,Ireland"
"5354","091 Rathmore,Kerry,Ireland"
"5355","091 Rathmore,Kerry,Ireland"
"5356","091 Rathmore,Kerry,Ireland"
"5357","091 Rathmore,Kerry,Ireland"
"5358","091 Rathmore,Kerry,Ireland"
"5359","091 Rathmore,Kerry,Ireland"
"5360","091 Rathmore,Kerry,Ireland"
"5361","092 Rockfield,Kerry,Ireland"
"5362","164 Scartaglin,Kerry,Ireland"
"5363","164 Scartaglin,Kerry,Ireland"
"5364","164 Scartaglin,Kerry,Ireland"
"5365","123 Shronowen,Kerry,Ireland"
"5366","060 Sneem,Kerry,Ireland"
"5367","060 Sneem,Kerry,Ireland"
"5368","060 Sneem,Kerry,Ireland"
"5369","044 An SrÃ idbhaile,Kerry,Ireland"
"5370","124 Tarbert,Kerry,Ireland"
"5371","124 Tarbert,Kerry,Ireland"
"5372","124 Tarbert,Kerry,Ireland"
"5373","124 Tarbert,Kerry,Ireland"
"5374","125 Tarmon,Kerry,Ireland"
"5375","125 Tarmon,Kerry,Ireland"
"5376","024 Teeranearagh,Kerry,Ireland"
"5377","024 Teeranearagh,Kerry,Ireland"
"5378","165 Tralee Rural,Kerry,Ireland"
"5379","165 Tralee Rural,Kerry,Ireland"
"5380","165 Tralee Rural,Kerry,Ireland"
"5381","165 Tralee Rural,Kerry,Ireland"
"5382","165 Tralee Rural,Kerry,Ireland"
"5383","165 Tralee Rural,Kerry,Ireland"
"5384","165 Tralee Rural,Kerry,Ireland"
"5385","165 Tralee Rural,Kerry,Ireland"
"5386","165 Tralee Rural,Kerry,Ireland"
"5387","165 Tralee Rural,Kerry,Ireland"
"5388","165 Tralee Rural,Kerry,Ireland"
"5389","165 Tralee Rural,Kerry,Ireland"
"5390","165 Tralee Rural,Kerry,Ireland"
"5391","165 Tralee Rural,Kerry,Ireland"
"5392","165 Tralee Rural,Kerry,Ireland"
"5393","165 Tralee Rural,Kerry,Ireland"
"5394","165 Tralee Rural,Kerry,Ireland"
"5395","165 Tralee Rural,Kerry,Ireland"
"5396","165 Tralee Rural,Kerry,Ireland"
"5397","165 Tralee Rural,Kerry,Ireland"
"5398","165 Tralee Rural,Kerry,Ireland"
"5399","165 Tralee Rural,Kerry,Ireland"
"5400","165 Tralee Rural,Kerry,Ireland"
"5401","165 Tralee Rural,Kerry,Ireland"
"5402","165 Tralee Rural,Kerry,Ireland"
"5403","165 Tralee Rural,Kerry,Ireland"
"5404","165 Tralee Rural,Kerry,Ireland"
"5405","165 Tralee Rural,Kerry,Ireland"
"5406","165 Tralee Rural,Kerry,Ireland"
"5407","165 Tralee Rural,Kerry,Ireland"
"5408","165 Tralee Rural,Kerry,Ireland"
"5409","165 Tralee Rural,Kerry,Ireland"
"5410","165 Tralee Rural,Kerry,Ireland"
"5411","165 Tralee Rural,Kerry,Ireland"
"5412","165 Tralee Rural,Kerry,Ireland"
"5413","165 Tralee Rural,Kerry,Ireland"
"5414","165 Tralee Rural,Kerry,Ireland"
"5415","165 Tralee Rural,Kerry,Ireland"
"5416","165 Tralee Rural,Kerry,Ireland"
"5417","165 Tralee Rural,Kerry,Ireland"
"5418","165 Tralee Rural,Kerry,Ireland"
"5419","165 Tralee Rural,Kerry,Ireland"
"5420","165 Tralee Rural,Kerry,Ireland"
"5421","165 Tralee Rural,Kerry,Ireland"
"5422","165 Tralee Rural,Kerry,Ireland"
"5423","165 Tralee Rural,Kerry,Ireland"
"5424","165 Tralee Rural,Kerry,Ireland"
"5425","165 Tralee Rural,Kerry,Ireland"
"5426","165 Tralee Rural,Kerry,Ireland"
"5427","165 Tralee Rural,Kerry,Ireland"
"5428","165 Tralee Rural,Kerry,Ireland"
"5429","165 Tralee Rural,Kerry,Ireland"
"5430","165 Tralee Rural,Kerry,Ireland"
"5431","165 Tralee Rural,Kerry,Ireland"
"5432","165 Tralee Rural,Kerry,Ireland"
"5433","165 Tralee Rural,Kerry,Ireland"
"5434","165 Tralee Rural,Kerry,Ireland"
"5435","165 Tralee Rural,Kerry,Ireland"
"5436","165 Tralee Rural,Kerry,Ireland"
"5437","165 Tralee Rural,Kerry,Ireland"
"5438","165 Tralee Rural,Kerry,Ireland"
"5439","165 Tralee Rural,Kerry,Ireland"
"5440","165 Tralee Rural,Kerry,Ireland"
"5441","165 Tralee Rural,Kerry,Ireland"
"5442","165 Tralee Rural,Kerry,Ireland"
"5443","165 Tralee Rural,Kerry,Ireland"
"5444","165 Tralee Rural,Kerry,Ireland"
"5445","165 Tralee Rural,Kerry,Ireland"
"5446","165 Tralee Rural,Kerry,Ireland"
"5447","165 Tralee Rural,Kerry,Ireland"
"5448","165 Tralee Rural,Kerry,Ireland"
"5449","165 Tralee Rural,Kerry,Ireland"
"5450","165 Tralee Rural,Kerry,Ireland"
"5451","165 Tralee Rural,Kerry,Ireland"
"5452","165 Tralee Rural,Kerry,Ireland"
"5453","003 Tralee Urban,Kerry,Ireland"
"5454","003 Tralee Urban,Kerry,Ireland"
"5455","003 Tralee Urban,Kerry,Ireland"
"5456","003 Tralee Urban,Kerry,Ireland"
"5457","003 Tralee Urban,Kerry,Ireland"
"5458","003 Tralee Urban,Kerry,Ireland"
"5459","003 Tralee Urban,Kerry,Ireland"
"5460","003 Tralee Urban,Kerry,Ireland"
"5461","003 Tralee Urban,Kerry,Ireland"
"5462","003 Tralee Urban,Kerry,Ireland"
"5463","003 Tralee Urban,Kerry,Ireland"
"5464","003 Tralee Urban,Kerry,Ireland"
"5465","003 Tralee Urban,Kerry,Ireland"
"5466","003 Tralee Urban,Kerry,Ireland"
"5467","003 Tralee Urban,Kerry,Ireland"
"5468","003 Tralee Urban,Kerry,Ireland"
"5469","003 Tralee Urban,Kerry,Ireland"
"5470","003 Tralee Urban,Kerry,Ireland"
"5471","003 Tralee Urban,Kerry,Ireland"
"5472","003 Tralee Urban,Kerry,Ireland"
"5473","003 Tralee Urban,Kerry,Ireland"
"5474","003 Tralee Urban,Kerry,Ireland"
"5475","003 Tralee Urban,Kerry,Ireland"
"5476","003 Tralee Urban,Kerry,Ireland"
"5477","003 Tralee Urban,Kerry,Ireland"
"5478","003 Tralee Urban,Kerry,Ireland"
"5479","003 Tralee Urban,Kerry,Ireland"
"5480","003 Tralee Urban,Kerry,Ireland"
"5481","126 Trienearagh,Kerry,Ireland"
"5482","126 Trienearagh,Kerry,Ireland"
"5483","166 Tubrid,Kerry,Ireland"
"5484","166 Tubrid,Kerry,Ireland"
"5485","166 Tubrid,Kerry,Ireland"
"5486","127 Urlee,Kerry,Ireland"
"5487","127 Urlee,Kerry,Ireland"
"5488","025 Valencia,Kerry,Ireland"
"5489","025 Valencia,Kerry,Ireland"
"5490","025 Valencia,Kerry,Ireland"
"5491","025 Valencia,Kerry,Ireland"
"5492","045 Ceann TrÃ ,Kerry,Ireland"
"5493","045 Ceann TrÃ ,Kerry,Ireland"
"5494","045 Ceann TrÃ ,Kerry,Ireland"
"5495","045 Ceann TrÃ ,Kerry,Ireland"
"5496","004 Athy Rural,Kildare,Ireland"
"5497","004 Athy Rural,Kildare,Ireland"
"5498","004 Athy Rural,Kildare,Ireland"
"5499","004 Athy Rural,Kildare,Ireland"
"5500","004 Athy Rural,Kildare,Ireland"
"5501","004 Athy Rural,Kildare,Ireland"
"5502","004 Athy Rural,Kildare,Ireland"
"5503","004 Athy Rural,Kildare,Ireland"
"5504","004 Athy Rural,Kildare,Ireland"
"5505","004 Athy Rural,Kildare,Ireland"
"5506","004 Athy Rural,Kildare,Ireland"
"5507","004 Athy Rural,Kildare,Ireland"
"5508","004 Athy Rural,Kildare,Ireland"
"5509","002 Athy West Urban,Kildare,Ireland"
"5510","002 Athy West Urban,Kildare,Ireland"
"5511","002 Athy West Urban,Kildare,Ireland"
"5512","002 Athy West Urban,Kildare,Ireland"
"5513","002 Athy West Urban,Kildare,Ireland"
"5514","002 Athy West Urban,Kildare,Ireland"
"5515","002 Athy West Urban,Kildare,Ireland"
"5516","002 Athy West Urban,Kildare,Ireland"
"5517","002 Athy West Urban,Kildare,Ireland"
"5518","002 Athy West Urban,Kildare,Ireland"
"5519","002 Athy West Urban,Kildare,Ireland"
"5520","002 Athy West Urban,Kildare,Ireland"
"5521","005 Ballaghmoon,Kildare,Ireland"
"5522","006 Ballitore,Kildare,Ireland"
"5523","006 Ballitore,Kildare,Ireland"
"5524","006 Ballitore,Kildare,Ireland"
"5525","006 Ballitore,Kildare,Ireland"
"5526","007 Ballybrackan,Kildare,Ireland"
"5527","007 Ballybrackan,Kildare,Ireland"
"5528","056 Ballymore Eustace,Kildare,Ireland"
"5529","056 Ballymore Eustace,Kildare,Ireland"
"5530","056 Ballymore Eustace,Kildare,Ireland"
"5531","056 Ballymore Eustace,Kildare,Ireland"
"5532","056 Ballymore Eustace,Kildare,Ireland"
"5533","042 Ballynadrumny,Kildare,Ireland"
"5534","042 Ballynadrumny,Kildare,Ireland"
"5535","057 Ballysax East,Kildare,Ireland"
"5536","057 Ballysax East,Kildare,Ireland"
"5537","057 Ballysax East,Kildare,Ireland"
"5538","057 Ballysax East,Kildare,Ireland"
"5539","057 Ballysax East,Kildare,Ireland"
"5540","057 Ballysax East,Kildare,Ireland"
"5541","058 Ballysax West,Kildare,Ireland"
"5542","058 Ballysax West,Kildare,Ireland"
"5543","058 Ballysax West,Kildare,Ireland"
"5544","058 Ballysax West,Kildare,Ireland"
"5545","008 Ballyshannon,Kildare,Ireland"
"5546","008 Ballyshannon,Kildare,Ireland"
"5547","008 Ballyshannon,Kildare,Ireland"
"5548","008 Ballyshannon,Kildare,Ireland"
"5549","008 Ballyshannon,Kildare,Ireland"
"5550","033 Balraheen,Kildare,Ireland"
"5551","033 Balraheen,Kildare,Ireland"
"5552","033 Balraheen,Kildare,Ireland"
"5553","033 Balraheen,Kildare,Ireland"
"5554","033 Balraheen,Kildare,Ireland"
"5555","033 Balraheen,Kildare,Ireland"
"5556","009 Belan,Kildare,Ireland"
"5557","010 Bert,Kildare,Ireland"
"5558","059 Bodenstown,Kildare,Ireland"
"5559","059 Bodenstown,Kildare,Ireland"
"5560","059 Bodenstown,Kildare,Ireland"
"5561","059 Bodenstown,Kildare,Ireland"
"5562","059 Bodenstown,Kildare,Ireland"
"5563","059 Bodenstown,Kildare,Ireland"
"5564","059 Bodenstown,Kildare,Ireland"
"5565","059 Bodenstown,Kildare,Ireland"
"5566","059 Bodenstown,Kildare,Ireland"
"5567","059 Bodenstown,Kildare,Ireland"
"5568","059 Bodenstown,Kildare,Ireland"
"5569","059 Bodenstown,Kildare,Ireland"
"5570","059 Bodenstown,Kildare,Ireland"
"5571","059 Bodenstown,Kildare,Ireland"
"5572","059 Bodenstown,Kildare,Ireland"
"5573","011 Burtown,Kildare,Ireland"
"5574","043 Cadamstown,Kildare,Ireland"
"5575","043 Cadamstown,Kildare,Ireland"
"5576","043 Cadamstown,Kildare,Ireland"
"5577","043 Cadamstown,Kildare,Ireland"
"5578","044 Carbury,Kildare,Ireland"
"5579","044 Carbury,Kildare,Ireland"
"5580","044 Carbury,Kildare,Ireland"
"5581","044 Carbury,Kildare,Ireland"
"5582","044 Carbury,Kildare,Ireland"
"5583","044 Carbury,Kildare,Ireland"
"5584","060 Carnalway,Kildare,Ireland"
"5585","060 Carnalway,Kildare,Ireland"
"5586","060 Carnalway,Kildare,Ireland"
"5587","060 Carnalway,Kildare,Ireland"
"5588","060 Carnalway,Kildare,Ireland"
"5589","060 Carnalway,Kildare,Ireland"
"5590","061 Carragh,Kildare,Ireland"
"5591","061 Carragh,Kildare,Ireland"
"5592","061 Carragh,Kildare,Ireland"
"5593","061 Carragh,Kildare,Ireland"
"5594","061 Carragh,Kildare,Ireland"
"5595","045 Carrick,Kildare,Ireland"
"5596","012 Carrigeen,Kildare,Ireland"
"5597","012 Carrigeen,Kildare,Ireland"
"5598","013 Castledermot,Kildare,Ireland"
"5599","013 Castledermot,Kildare,Ireland"
"5600","013 Castledermot,Kildare,Ireland"
"5601","013 Castledermot,Kildare,Ireland"
"5602","013 Castledermot,Kildare,Ireland"
"5603","013 Castledermot,Kildare,Ireland"
"5604","034 Celbridge,Kildare,Ireland"
"5605","034 Celbridge,Kildare,Ireland"
"5606","034 Celbridge,Kildare,Ireland"
"5607","034 Celbridge,Kildare,Ireland"
"5608","034 Celbridge,Kildare,Ireland"
"5609","034 Celbridge,Kildare,Ireland"
"5610","034 Celbridge,Kildare,Ireland"
"5611","034 Celbridge,Kildare,Ireland"
"5612","034 Celbridge,Kildare,Ireland"
"5613","034 Celbridge,Kildare,Ireland"
"5614","034 Celbridge,Kildare,Ireland"
"5615","034 Celbridge,Kildare,Ireland"
"5616","034 Celbridge,Kildare,Ireland"
"5617","034 Celbridge,Kildare,Ireland"
"5618","034 Celbridge,Kildare,Ireland"
"5619","034 Celbridge,Kildare,Ireland"
"5620","034 Celbridge,Kildare,Ireland"
"5621","034 Celbridge,Kildare,Ireland"
"5622","034 Celbridge,Kildare,Ireland"
"5623","034 Celbridge,Kildare,Ireland"
"5624","034 Celbridge,Kildare,Ireland"
"5625","034 Celbridge,Kildare,Ireland"
"5626","034 Celbridge,Kildare,Ireland"
"5627","034 Celbridge,Kildare,Ireland"
"5628","034 Celbridge,Kildare,Ireland"
"5629","034 Celbridge,Kildare,Ireland"
"5630","034 Celbridge,Kildare,Ireland"
"5631","034 Celbridge,Kildare,Ireland"
"5632","034 Celbridge,Kildare,Ireland"
"5633","034 Celbridge,Kildare,Ireland"
"5634","034 Celbridge,Kildare,Ireland"
"5635","034 Celbridge,Kildare,Ireland"
"5636","034 Celbridge,Kildare,Ireland"
"5637","034 Celbridge,Kildare,Ireland"
"5638","034 Celbridge,Kildare,Ireland"
"5639","034 Celbridge,Kildare,Ireland"
"5640","034 Celbridge,Kildare,Ireland"
"5641","034 Celbridge,Kildare,Ireland"
"5642","034 Celbridge,Kildare,Ireland"
"5643","034 Celbridge,Kildare,Ireland"
"5644","034 Celbridge,Kildare,Ireland"
"5645","034 Celbridge,Kildare,Ireland"
"5646","034 Celbridge,Kildare,Ireland"
"5647","034 Celbridge,Kildare,Ireland"
"5648","034 Celbridge,Kildare,Ireland"
"5649","034 Celbridge,Kildare,Ireland"
"5650","034 Celbridge,Kildare,Ireland"
"5651","034 Celbridge,Kildare,Ireland"
"5652","034 Celbridge,Kildare,Ireland"
"5653","034 Celbridge,Kildare,Ireland"
"5654","014 Churchtown,Kildare,Ireland"
"5655","014 Churchtown,Kildare,Ireland"
"5656","062 Clane,Kildare,Ireland"
"5657","062 Clane,Kildare,Ireland"
"5658","062 Clane,Kildare,Ireland"
"5659","062 Clane,Kildare,Ireland"
"5660","062 Clane,Kildare,Ireland"
"5661","062 Clane,Kildare,Ireland"
"5662","062 Clane,Kildare,Ireland"
"5663","062 Clane,Kildare,Ireland"
"5664","062 Clane,Kildare,Ireland"
"5665","062 Clane,Kildare,Ireland"
"5666","062 Clane,Kildare,Ireland"
"5667","062 Clane,Kildare,Ireland"
"5668","062 Clane,Kildare,Ireland"
"5669","062 Clane,Kildare,Ireland"
"5670","062 Clane,Kildare,Ireland"
"5671","062 Clane,Kildare,Ireland"
"5672","062 Clane,Kildare,Ireland"
"5673","062 Clane,Kildare,Ireland"
"5674","062 Clane,Kildare,Ireland"
"5675","062 Clane,Kildare,Ireland"
"5676","062 Clane,Kildare,Ireland"
"5677","062 Clane,Kildare,Ireland"
"5678","062 Clane,Kildare,Ireland"
"5679","062 Clane,Kildare,Ireland"
"5680","062 Clane,Kildare,Ireland"
"5681","062 Clane,Kildare,Ireland"
"5682","062 Clane,Kildare,Ireland"
"5683","062 Clane,Kildare,Ireland"
"5684","035 Cloncurry,Kildare,Ireland"
"5685","035 Cloncurry,Kildare,Ireland"
"5686","035 Cloncurry,Kildare,Ireland"
"5687","035 Cloncurry,Kildare,Ireland"
"5688","046 Cloncurry,Kildare,Ireland"
"5689","036 Donadea,Kildare,Ireland"
"5690","036 Donadea,Kildare,Ireland"
"5691","037 Donaghcumper,Kildare,Ireland"
"5692","037 Donaghcumper,Kildare,Ireland"
"5693","037 Donaghcumper,Kildare,Ireland"
"5694","037 Donaghcumper,Kildare,Ireland"
"5695","037 Donaghcumper,Kildare,Ireland"
"5696","037 Donaghcumper,Kildare,Ireland"
"5697","037 Donaghcumper,Kildare,Ireland"
"5698","037 Donaghcumper,Kildare,Ireland"
"5699","037 Donaghcumper,Kildare,Ireland"
"5700","037 Donaghcumper,Kildare,Ireland"
"5701","037 Donaghcumper,Kildare,Ireland"
"5702","037 Donaghcumper,Kildare,Ireland"
"5703","037 Donaghcumper,Kildare,Ireland"
"5704","037 Donaghcumper,Kildare,Ireland"
"5705","037 Donaghcumper,Kildare,Ireland"
"5706","037 Donaghcumper,Kildare,Ireland"
"5707","037 Donaghcumper,Kildare,Ireland"
"5708","037 Donaghcumper,Kildare,Ireland"
"5709","037 Donaghcumper,Kildare,Ireland"
"5710","037 Donaghcumper,Kildare,Ireland"
"5711","037 Donaghcumper,Kildare,Ireland"
"5712","063 Donore,Kildare,Ireland"
"5713","063 Donore,Kildare,Ireland"
"5714","063 Donore,Kildare,Ireland"
"5715","064 Downings,Kildare,Ireland"
"5716","064 Downings,Kildare,Ireland"
"5717","064 Downings,Kildare,Ireland"
"5718","064 Downings,Kildare,Ireland"
"5719","064 Downings,Kildare,Ireland"
"5720","064 Downings,Kildare,Ireland"
"5721","064 Downings,Kildare,Ireland"
"5722","064 Downings,Kildare,Ireland"
"5723","047 Drehid,Kildare,Ireland"
"5724","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5725","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5726","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5727","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5728","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5729","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5730","065 DIrelandchead Nua (Newbridge) Rural,Kildare,Ireland"
"5731","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5732","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5733","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5734","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5735","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5736","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5737","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5738","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5739","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5740","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5741","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5742","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5743","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5744","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5745","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5746","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5747","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5748","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5749","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5750","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5751","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5752","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5753","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5754","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5755","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5756","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5757","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5758","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5759","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5760","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5761","066 DIrelandchead Nua (Newbridge) Urban,Kildare,Ireland"
"5762","048 Dunfierth,Kildare,Ireland"
"5763","048 Dunfierth,Kildare,Ireland"
"5764","015 Dunmanoge,Kildare,Ireland"
"5765","015 Dunmanoge,Kildare,Ireland"
"5766","067 Dunmurry,Kildare,Ireland"
"5767","068 Feighcullen,Kildare,Ireland"
"5768","068 Feighcullen,Kildare,Ireland"
"5769","016 Fontstown,Kildare,Ireland"
"5770","069 Gilltown,Kildare,Ireland"
"5771","069 Gilltown,Kildare,Ireland"
"5772","069 Gilltown,Kildare,Ireland"
"5773","017 Graney,Kildare,Ireland"
"5774","017 Graney,Kildare,Ireland"
"5775","017 Graney,Kildare,Ireland"
"5776","018 Grangemellon,Kildare,Ireland"
"5777","018 Grangemellon,Kildare,Ireland"
"5778","020 Inchaquire,Kildare,Ireland"
"5779","021 Johnstown,Kildare,Ireland"
"5780","038 Kilcock,Kildare,Ireland"
"5781","038 Kilcock,Kildare,Ireland"
"5782","038 Kilcock,Kildare,Ireland"
"5783","038 Kilcock,Kildare,Ireland"
"5784","038 Kilcock,Kildare,Ireland"
"5785","038 Kilcock,Kildare,Ireland"
"5786","038 Kilcock,Kildare,Ireland"
"5787","038 Kilcock,Kildare,Ireland"
"5788","038 Kilcock,Kildare,Ireland"
"5789","038 Kilcock,Kildare,Ireland"
"5790","038 Kilcock,Kildare,Ireland"
